local_lifespan_data	room_health_status	room_temperature	rack_setup	light_cycle	bedding	diet	water_source	cage_enhancements
	Pathogen free / Pathogen and opportunist free / Other		Biocontainment / Ventilated / Micro-Isolator / Conventional	Standard/default / Longer photoperiods / Reverse light cycles	Aspen chip / Aspen shaving / Pine chip / Pine shaving / 1/4-inch corncob / 1/4-inch pelleted cellulose / Refined virgin diced cellulose / Non-contact cage board / Wire mesh / Other			Nestlets / Nest boxes/shelters / Shelter tubes / Wooden chew sticks / Nylon bones / Other
